Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer salary,min_salary,max_salary,avg_salary,Company_text,check_state,state1,python_yn,r_studio,spark,aws,excel
Data Scientist,$65K-$112K (Glassdoor est.),"Role: Data Scientist.
Location: Foster City, CA
Hire Type: 12 Months Contract

Job Description:
Advanced degree in Data Science, Statistics, Computer Science, or similar.
Extensive experience as a Data Scientist.
Proficiency in R or Python, where the former is preferred.
In-depth understanding of SQL.
Competent in machine learning principles and techniques.
Demonstrable history of devising and overseeing data-centered projects.
Ability to relay insights in layman's terms, such that these can be used to inform business decisions.
Outstanding supervision and mentorship abilities.
Capacity to foster a healthy, stimulating work environment that frequently harnesses teamwork.",4.2,"Centraprise
4.2","Foster City, CA",-1,51 to 200 Employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,0,65,112,88.5,"Centraprise
",1, CA,1,0,0,0,0
Data Scientist,$65K-$112K (Glassdoor est.),"Benefits
Health Insurance
401(k) retirement plan
Flexible vacation policy – take what you need
Paid parental leave
Tuition Reimbursement Program
Free access to gym at both locations
Training and development opportunities at cutting edge data-science conferences across the country
Collaborative and exciting work culture – work with people you’ll love
Opportunities to grow quickly and work with experts in the industry and with clients that are industry giants
Limited travel – especially compared to other consulting companies
Opportunity to work at a company where your opinion matters – we value data over tenure and stress the importance of an inclusive environment
Fun team building off-sites and opportunities – we ensure that we support our collaborative culture by getting the whole team together multiple times throughout the year
Our data scientists leverage elite modeling and industry context to develop custom, practical solutions to our client’s business problems. Their ability to understand, navigate, and manipulate a range of complex data structures enable them to work within our client’s environments to optimally structure their data for analysis. Thru collaboration, they identify the most effective algorithms and modeling techniques to solve each client’s problem.

Ideal data scientists have a Bachelors or Masters in a quantitative field and several years of work experience in a relevant field. Data Scientists must be able to work seamlessly with different types and qualities of data and be able to work backward from a deep understanding of the business problem to develop the appropriate models. Complete fluency in a statistical package such as Python (preferred), SAS, or R is required. Experience and comfort in an analytically intense environment is preferred, though not required.",5.0,"2nd Order Solutions
5.0","Glen Allen, VA",-1,1 to 50 Employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,65,112,88.5,"2nd Order Solutions
",1, VA,1,0,0,0,0
Data Scientist,$65K-$112K (Glassdoor est.),"viagogo is an industry-leading entertainment marketplace dedicated to helping people attend their favorite live events. We are expecting rapid growth after acquiring Stubhub.

Our team of data scientists uses data to automate manual processes and human decisions. This function is crucial to scaling our business across all geographies, languages, and currencies. You'll mine rich data sets and find insights that will drive the decisions that power our platform. Every piece of work you complete will tie directly into a business goal so you can measure the impact you have on viagogo.

About You:
Love to have an impact, learn from the best, and help people access unforgettable experiences
Currently pursuing or recently completed a degree in a quantitative field like statistics, mathematics, computer sciences, or engineering
Have familiarity with using tools like Python, SQL, or R
Initially, you'll learn:
How to present findings and make decisions with a real commercial impact
How to explore and find meaning in extremely high volumes of data
How we use tools like Python, SQL, and R to analyze, visualize, and present data
How to optimize coverage and efciency of ad campaigns through search engines and social media platforms
Best practices for designing, running, and analyzing feature experiments (A/B tests)
What your team's goals are and how to achieve them
Your Growth Path:
Receive mentorship and a clear path for growing your technical and leadership skills
Be given autonomy to make decisions regarding experiments and tests
Demonstrated results and increasing ownership are rewarded
What we offer:
An environment where you can quickly grow your skills, autonomy, and knowledge
A+ Compensation Package, including stock incentives
Paid Time Off, 401k, Health, Vision, and Dental Insurance
Dog friendly office, weekly lunches, office snacks, and team events
About Data Science at viagogo:
Rather than having a compartmentalized team of data scientists, our data scientists are embedded into cross-functional groups. viagogo's agile teams consist of data scientists, engineers, analysts, and product managers who achieve success through their collaborative culture and entrepreneurial mindset.

We are a multicultural, diverse team that values a coactive approach to making data-driven decisions.

About viagogo:
viagogo is the leading global marketplace for music, sports, and entertainment tickets. We have acquired StubHub and look forward to our continued market leadership.

Despite our rapid growth while revolutionizing a 100-billion-dollar industry, we maintain our start-up ethos and data-driven, collaborative culture. We believe that small, cross-functional teams can achieve extraordinary results. Fans from nearly every country in the world can find millions of tickets to their favorite events in the language, currency, and with the device of their choice.

We provide the widest possible choice of tickets to events around the world and help ticket sellers reach a global audience. viagogo has partnered with many of the world's leading brands in sports and entertainment while helping fans access unforgettable experiences.

We are an equal opportunity employer and value diversity on our team. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",2.9,"viagogo
2.9","New York, NY",-1,501 to 1000 Employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,65,112,88.5,"viagogo
",1, NY,1,0,0,0,0
Data Scientist,$65K-$112K (Glassdoor est.),"About Hive

Hive is a full-stack deep learning platform helping to bring companies into the AI era. We take complex visual challenges and build custom machine learning models to solve them. For AI to work, companies need large volumes of high quality training data. We generate this data through Hive Data, our proprietary data labeling platform with over 1,000,000 globally distributed workers, generating millions of high quality pieces of data per day. We then use this training data to build machine learning models for verticals such as Media, Autonomous Driving, Security, and Retail. Today, we work with some of the largest companies in the world to redefine how they think about unstructured visual data. Together, we build solutions that incorporate AI into their businesses to completely transform industries.

We are fortunate that investors like Peter Thiel (Founders Fund), General Catalyst, 8VC, and others see Hive's potential to be groundbreaking in AI business solutions. We have over 160 talented individuals globally in our San Francisco and Delhi offices. Please reach out if you are interested in joining the AI revolution!

Data Scientist Role

In order to execute our vision, we need to grow our team of best-in-class machine learning engineers. We are looking for developers who are excited about staying at the forefront of deep learning technology, prototyping state-of-the-art neural net models and launching these models into production. We value hard workers who have no qualms working with terabyte-scale datasets, who are interested in learning new technologies at all levels of the machine learning stack, and who move fast and take ownership of their projects. Our ideal candidate has experience creating a working machine learning-powered project from the ground up, contributes innovative ideas and ingenious implementations to the team, and is capable of planning out scalable, maintainable data pipelines.
Responsibilities
Everything involved in analyzing a production data set, including:
Writing code to transform massive raw data output into a structured, usable form
Leveraging more traditional machine learning techniques to uncover hidden relationships in our data sets
Conducting statistical analysis of results to prove / disprove hypotheses, and
Write up reports that our other team members can use to deliver in a product
Interface closely with the Product, Business Development, and Sales teams to answer questions about our data sets that our customers and partners are seeking solutions for
Requirements
You have an undergraduate or graduate degree in computer science or similar technical field, with significant coursework in mathematics or statistics
You have 1-2 years of industry data science experience
You have successfully worked with complex data sets and are familiar with Hadoop / Spark
You know the ins and outs of Python, especially as it applies to the above data processing frameworks
You are capable of quickly coding and prototyping data pipelines involving any combination of Python, Node, bash, and linux command-line tools, especially when applied to large data sets consisting of millions of files
You have a working knowledge of the following technologies, or are not afraid of picking them up on the fly: C++, Scala / Spark, R, Matlab, SQL, Cassandra, Docker
You are comfortable with running and interpreting common statistical tests, and also with common data science techniques including dimensionality reduction and supervised and unsupervised learning
You have great communication skills and ability to work with others
You are a strong team player, with a do-whatever-it-takes attitude
What We Offer You

We are a group of ambitious individuals who are passionate about creating a revolutionary machine learning company. At Hive, you will have a significant career development opportunity and a chance to contribute to one of the fastest growing AI startups in San Francisco. The work you do here will have a noticeable and direct impact on the development of Hive.

Our benefits include competitive pay, equity, health / vision / dental insurance, catered lunch and dinner, a corporate gym membership, etc.

Thank you for your interest in Hive.",2.7,"Hive (CA)
2.7","San Francisco, CA",-1,Unknown,2019,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,0,0,65,112,88.5,"Hive (CA)
",1, CA,1,0,1,0,0
Senior Data Engineer,$65K-$112K (Glassdoor est.),"Minimum Qualifications
Bachelor's degree in computer science, information technology, or a related field or equivalent experience
Preferred Qualifications
3 years of experience working with database tools
3 years of programming experience using Python and C#
3 years of experience working with SQL server integration services or ETL tools
3 years of experience working with data integration tools
Proficiency in the Microsoft Office suite
Experience working with ETL tools
Knowledge of data integration tools
Knowledge of software programming languages, such as Python and C#
Job Summary

The Senior Data Engineer works with database engineers to design, develop and maintain the infrastructure of data within the data warehouse, including setting the ETL (extract, transform, load) processes, bringing in new data sources, modifying existing data sources, making sure data is clean, complete and consumable, as well as designing data models within the data warehouse.

The Senior Data Engineer works as part of one or more project teams and is responsible for designing and building mechanisms to move, integrate, cleanse and publish large volume datasets. This is a developer role with a specialty in data and requires deep knowledge of a variety of programming languages and design patterns.

Responsibilities
Design and support the new and evolving sources of data being brought into the data warehouse
Work closely with data architects and follow best practices for data management consumption
Work closely with business analysts to work through business requirements and develop processes to provide the needed data visibility via the data warehouse and reporting platform
Assist with application layer and metadata design
Assist with the design and create automated applications and reporting solutions
Work closely with front-end developers to ensure data is being brought in and data integrity is being maintained
Monitor and troubleshoot performance issues on the data warehouse servers
Research and promote new tools and techniques to shape the future of the data environment
Mentor and train other data engineers
Who We Are

We're America's largest mortgage lender, closing loans in all 50 states. J.D. Power ranked Quicken Loans ""Highest in Customer Satisfaction in Primary Mortgage Origination"" for the past 10 consecutive years, 2010 - 2019. The company was also ranked highest in the nation for client satisfaction among mortgage servicers by J.D. Power for 6 consecutive years, 2014 through 2019, each year the company was eligible. There's a simple reason we've been so successful: We care about the people we work with.

If you're tired of stuffy, bureaucratic workplaces, then you'll be delighted to find something different here. We strive to make a creative, fun and collaborative environment you simply won't find anywhere else. Quicken Loans was named #1 in ESSENCE Magazine's first ever list of ""Best Places to Work for African Americans"" in 2015. We've been on Computerworld's ""Best Places to Work in IT"" list for 13 years running, hitting #1 the last 5 years. We were also ranked #14 in FORTUNE Magazine's list of ""100 Best Companies to Work For"" in 2018, remaining in the top 30 for the past 15 years.

Disclaimer

This is an outline of the primary responsibilities of this position. As with everything in life, things change. The tasks and responsibilities can be changed, added to, removed, amended, deleted and modified at any time by the leadership group.",3.8,"Quicken Loans
3.8","Detroit, MI",-1,10000+ Employees,1985,Company - Private,Lending,Finance,$10+ billion (USD),-1,0,0,65,112,88.5,"Quicken Loans
",1, MI,1,0,0,0,0
Data Scientist,$65K-$112K (Glassdoor est.),"Data Scientist – North America CoE
The Data Scientist is responsible for providing the delivery of Data and Analytics solutions to Techwave clients as part of our Data & Analytics CoE. The role will create solutions to business challenges through the use of advanced statistical analysis, data mining, and data visualization techniques.

Responsibilities:
Identifies the data the business should be collecting, devises methods of instrumenting the business’s system in order to extract this information
Designs, implements, and evaluates advanced statistical models and approaches for application in the business’s most complex issues
Conduct software development, software integration, statistical analysis, modeling, and simulations in a rapid DevOps environment.
Deploy new data science capabilities through existing toolsets.
Cleansing of large unstructured data and enabling analytical capability in order to query the data and address various business needs
Takes initiative to experiment with various technologies and tools with vision of creating innovative data driven insights for the business at the quickest pace possible.
Staying on top of the industry’s trends, in order to provide forward-thinking recommendations
.
Requirements:
Ph.D. or Masters with experience in any mathematical sciences
Strong programming skills and experience working with tools such as R, Python Programming, Open Source, visualizations, and so forth.
Demonstrated skills in SQL server reporting services, analysis services, integration services, Tableau, or other data visualization tools.
Strong skill in statistical techniques inclusive of cluster-analysis test design, regressions, and forecasting methodologies as well as substantial familiarity in big data and standardizing and A/B testing.
Experience cleaning labeled data in preparation for use in machine learning
Ability to create parallel processing operations by managing the number of processors used in an operation given memory limitations
Knowledge of cloud based data platforms such as Snowflake, Redshift, BigQuery etc..",3.8,"Techwave Consulting Inc.
3.8","Houston, TX",-1,1001 to 5000 Employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,65,112,88.5,"Techwave Consulting Inc.
",1, TX,1,0,0,0,0
Data Scientist,$65K-$112K (Glassdoor est.),"Greetings from Trovetechs!!!

Â

We have an immediate need for Data Scientist Role @ San Francisco, CA. Please find the below Job Description for your kind reference.

Â

Duration: Long term Contract

Experience: 8+ Years

Rate: DOE$/hr.

Â

Job Description:

1. Apply a deep understanding of technology innovation to solve complex. ambiguous, and novel problems.

2. Contribute to evolving multiple research pipelines

3. Implement new algorithms to enhance simulations and inference pipelines.

4. Enhance code efficiency through design, testing, and documentation,

5. Collaborate with other data science teams: Signal processing, deep learning and bioinformatics

6. Support the Statistical Modeling team discussions by demonstrating technology with compelling and clear communications
Experience with TensorFlow-Probability, or another probabilistic framework is a big plus.

8. Experience in genomics

9. Experience with cloud computing

10. Experience building robust, scalable software products.

11. Fluency with modern software engineering practices: version control, code reviews, automated testing, etc.

Â

If you are interested, please send us your updated resume along with best Time & Number to reach you ASAP.

Â

Thanks and look forward to working with you,",-1.0,Trovetechs Inc,"San Francisco, CA",-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,65,112,88.5,Trovetechs Inc,1, CA,0,0,0,0,0
Data Scientist,$65K-$112K (Glassdoor est.),"Company overview:
For more than three decades, Pragmatics has provided clients with award-winning customer service and expert solutions to complex challenges. Since 1985, Pragmatics has maintained a sterling reputation as a trusted, capable and innovative solutions provider.
Pragmatics’ industry-leading experts currently deliver high-impact solutions to a portfolio of 25 major information technology contracts with a range of Defense and Civilian Agencies. These include the Defense Information Systems Agency; the Departments of the Army, Health and Human Services, Homeland Security, Justice, State, and Treasury; the Federal Deposit Insurance Corporation; the General Services Administration; and several intelligence agencies. Pragmatics is proud of its ability to support our clients in achieving success in their important missions, and we look forward to continuing to provide them with the highest level of service.
Our team is what makes Pragmatics great. At Pragmatics you'll work beside some of the smartest and most accomplished staff you'll find in your career. Pragmatics offers fantastic benefits and an amazing workplace culture where you will feel valued while you perform mission critical work for our government.

Would you like to perform rewarding work while contributing to the success of an established growing company? Pragmatics, Inc is seeking a Data Scientist to support our work with the US Navy located in Suitland, Maryland.

You will play a key role within a small data science team. We're looking for hands on experience developing solutions for complex data science problems using Python, R, Hadoop, and Greenplum (or other Massively Parallel Processing solutions).
REQUIRED SKILLS:
Bachelor’s Degree in a quantitative or technical field of study, such as Statistics, Mathematics, Computer Science, or Geospatial Information Systems
3 years’ experience integrating data mining, conditioning, and analysis that includes the use of current data analysis software and methods
Demonstrated problem solving skills
Demonstrated presentation skills for conferences, including but not limited to presenting at professional or academic conferences

3 years' experience in ESRI ArcGIS
3 years’ experience developing scripts, APIs, and/or programs using 1 or more of the following: C++, Java, Shell, Perl, Python
3 years’ experience programming in Python, C++, R, or Interactive Data Language (IDL)
1 year experience working with geospatial data or imagery data
1 year experience working with database structures and query tools
2 years' experience in technical writing for analysis reports
Value added to M.S. degree or higher holder
CLEARANCE:
Must have Active Top Secret Clearance with SCI access, US Citizenship is required
Pragmatics is an Equal Employment Opportunity Employer. Pragmatics prohibits discrimination against employees and qualified applicants for employment on the basis of race, color, religion, sex (including pregnancy), age, disability, marital status, national origin, veteran status, or any other classification protected by applicable discrimination laws. Pragmatics will make reasonable accommodations, in appropriate cases, for qualified individuals with disabilities, if it can do so without undue hardship.",3.1,"Pragmatics, Inc.
3.1",United States,-1,201 to 500 Employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,65,112,88.5,"Pragmatics, Inc.
",0,United States,1,0,0,1,0
Data Scientist,$65K-$112K (Glassdoor est.),"Thomas is looking for a Data Scientist to help build a world-class data team that will support and guide Thomas’ business strategy and operations. The right candidate will be a problem solver who is obsessive about all things data, and is enthusiastic about working with cutting-edge techniques, technologies and applications.

The Thomas Data Analytics team uses data-driven insights to fuel strategic growth for clients. You will apply your knowledge and skills in driving insights across our product platforms to come up with data powered solutions for our clients. We believe that our data should be put to work to bring the best ideas and stories to our clients!

You’ll solve complex marketing and business challenges – from cross-channel media and customer experience optimization, targeting and business strategy – by accessing, integrating, manipulating, mining, modeling a wide array of data sources.

This is an opportunity to work with a newly assembled team of data analysts, engineers and architects to establish best practices and processes as we transition to a data-focused organization, and will involve working with petabyte-scale data across a diverse set of data platforms. A key goal in the near future is creation of a data lake across our industry platforms to facilitate deeper analysis and bring sophisticated data tools and methods to bear in order to more effectively anticipate industry trends and events.

Requirements:


Technical
Bachelor’s or Master’s Degree preferably in Computer Science, Information Systems, Statistical Analysis or Economics
Familiarity with statistical analysis/modeling, data science and/or data design and development of actionable advanced analytical solutions that provide insights to decision makers
Hands-on experience mining data for decision focused insights
Ability to design complex systems and translate user requirements into business solutions
Background in predictive modeling and machine learning
2 years of experience with open source machine learning or statistical analysis tools
Experienced in at least one programming language (Java, Python, Scala, R)
Guru level experience with query tools and languages including SQL
Experience with NoSQL databases and related tools
Experience with Amazon AWS big data and machine learning technologies a plus (RedShift, Sagemaker, Comprehend etc.)
Non-technical
Strong communication skills – oral and written
Ability to guide and lead a data analytics team of 5 – collaborate with both technical and non-technical colleagues in product management and executive leadership groups
Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate
Sharing knowledge, debating techniques, and conducting research to advance collective knowledge and skills of our practices
Demonstrated self-starter who thrives in a fast paced environment",3.4,"Thomas
3.4","New York, NY",-1,201 to 500 Employees,1898,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,65,112,88.5,"Thomas
",1, NY,1,0,0,1,0
Data Scientist,$65K-$112K (Glassdoor est.),"Data Scientist, Chicago, IL

Smarter Thinking. Real Results. Technology consulting has been our story for over 14 years. Companies from all industries partner with us for our innovative mindset to help them digitally transform to create market advantages, become resilient, and prepare for whats next. With us, the possible becomes actual.

We provide strategic and innovative consulting services focused on digital experiences, engineering, automation, data and analytics, and salesforce solutions. Saggezza consultants work as part of a global team, and throughout their tenure, have the opportunity to work on a variety of different projects across various clients and industries. We are chartered to do one thing, and one thing only to bring enabling technology to our clients that allow them to move their business forward.

We are currently looking to hire a Data Scientist to join our team.

What Youll Definitely Need
BA degree in a closely related field with data analysis orientation. Analytical background with a creative approach to problem solving
4+ years experience with Python worked in building analytical solutions using Statistical, Machine Learning, Deep Learning etc. Proficiency with 3rd-party data visualization tools (Tableau, Power BI, etc.)
Good working experience in Data Analysis, Data Wrangling, Data Cleaning and Data Transformation.
Excellent working experience of machine learning on technology stacks such as Python, NumPy, SciPy, Scikit-Learn, Apache Spark and R using libraries such as e1071 and Caret
Excellent fluency in data manipulation tasks using frameworks. such as pandas, plyr, Spark
Good understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Random Forest etc.
Knowledge of some common data science toolkits, such as Weka, NumPy, MATLAB, etc.
Broad business perspective with the ability to articulate meaningful ROI and financial impacts.
Worked on projects in the Retail, Banking & Finance and Insurance Industries.
Working from Chicago office and requires visits to customer location if needed.
From a cultural perspective, we look for individuals who possess the following qualities that will contribute to our success and the success of our clients:
Entrepreneurial spirit: We seek individuals who enjoy contributing to the growth of an organization and who show commitment to the success of their team.
Problem-solving skills: Individuals at our company have well-honed analytical skills coupled with business acumen to structure problems, deliver solutions, and communicate insights.
Drive: Our team sets ambitious goals and seeks energetic professionals, enjoy a fast pace environment, and thrive in taking on responsibility.
What We Would Love to See
Consultative application of analytic solutions to solve business issues
Able to engage in a consultative manner across multiple levels (c-suite to end user) with a strong executive presence, demonstrating strong
Demonstrated leadership, communication and interpersonal skills: the ability to manage and mentor functional experts and lead cross- functional teams
Dont tick all the boxes? Dont worry about it: we still want to hear from you if you think

youre the right person for the job.

Why Join Our Team?
Diverse culture, experiences, and skills.
Our nurturing and supportive environment fosters collaboration across the entire organization.
We are not hierarchical but operate as a flat surface where every opinion matters, ideas are cultivated and innovation is encouraged.
At Saggezza, we are fortunate to have a strong mentorship program that provides every one of our employees the ability to thrive professionally and personally.
We are only as good as our people. Saggezza, Italian for wisdom, is rooted from the perspective that knowledge is power. We create thought-leaders who are constantly exposed and trained in different technologies in the ever-evolving world of software development.
We welcome innovators with entrepreneurial spirits to grow with our team.
Consulting Magazine - Fastest Growing Firms 2019
Built-In Top Places to Work in Chicago 2020
Best and Brightest Companies in the Nation 2019 and 2020, Best and Brightest Companies in Milwaukee 2020 and Best and Brightest Companies in Chicago 2020
Saggezza is an Equal Employment Opportunity Employer: We believe in treating each employee and applicant for employment fairly and with dignity. We base our employment decisions on merit, experience, and potential, without regard to race, color, national origin, sex, sexual orientation, gender identity, marital status, age, religion, disability, veteran status, or any other characteristic prohibited by federal, state or local law.

Powered by JazzHR",4.1,"Saggezza
4.1","Chicago, IL",-1,501 to 1000 Employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,65,112,88.5,"Saggezza
",1, IL,1,0,1,0,1
Data Scientist,$65K-$112K (Glassdoor est.),"Do you want to contribute to work that is essential to maintaining our national security?

Are you excited by the challenge of understanding complex systems?

Are you a results-oriented individual with a drive to achieve excellence in everything you do?

If so, we're looking for someone like you to join the System Performance and Analysis Group, KBS, a talented team of scientists, engineers, and analysts.
We are seeking a dynamic and creative person to help us better analyze strategic systems for the Navy and Air Force. You'll be joining our team of hardworking technical specialists, who are dedicated to the advancement of test and evaluation and analysis.

As a Data Scientist in KBS...
• Your primary responsibility will be to apply your analytical capabilities to assess the health of strategic systems and provide insights for improving system effectiveness.
• You will contribute to quick turn-around special studies by collaborating with other analysts, developers, program managers, and sponsors, to deliver informative and impactful technical products to sponsors that will drive their decisions.
• You will create, maintain, and improve analytical software tools.

You meet our minimum qualifications for the job if you...
• Possess a BS degree in computer science, statistics, applied math, engineering, physics, or a related discipline.
• Have experience creating informative data visualizations.
• Have experience in data cleaning and automating iterative processes.
• Are willing and able to occasionally travel to meetings and sponsor sites.
• Hold an active Secret security clearance. If selected, you will be subject to a government security clearance investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship.

You'll go above and beyond our minimum requirements if you...
• Have experience in drawing impactful conclusions about the performance of systems from large data sets.
• Can create graphical user interfaces.
• Have experience using statistical programming languages such as R or SAS.
• Have experience with data mining, statistical analysis and machine learning.
• Have experience managing large data sets.


Why work at APL?

The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation's most critical defense, security, space and science challenges. While we are dedicated to solving complex challenges and pioneering new technologies, what makes us truly outstanding is our culture. We offer a vibrant, welcoming atmosphere where you can bring your authentic self to work, continue to grow, and build strong connections with inspiring teammates.

At APL, we celebrate our differences and encourage creativity and bold, new ideas. Our employees enjoy generous benefits, including a robust education assistance program, unparalleled retirement contributions, and a healthy work/life balance. APL's campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities atwww.jhuapl.edu/careers.",4.6,"Johns Hopkins University Applied Physics Laboratory
4.6","Laurel, MD",-1,5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,65,112,88.5,"Johns Hopkins University Applied Physics Laboratory
",1, MD,0,0,0,0,1
Machine Learning - Computer Scientist,$65K-$112K (Glassdoor est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The Research & Development centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world.

MITRE is seeking a Senior / Lead Computer Scientist to cultivate and lead highly skilled technical staff to apply machine learning / deep learning, computer vision, cognitive science, mathematics and statistics. As our Computer Scientist you will promote and provide MITRE-unique value across multiple sponsors. Additionally, you will be expected to initiate and contribute to various research projects & efforts across MITRE and in collaboration with academia, industry and sponsors.

Responsibilities include:
Provide thought leadership and collaborate with academia, industry and MITRE Technical Centers, portfolio and program divisions in innovation and research initiatives related to machine learning/deep learning, computer vision, cognitive science, mathematics and statistics in combination with cybersecurity, data engineering and social science
Work with department leadership to develop and evolve an enduring, adaptive and forward-looking strategy and capability advancing the Department domain knowledge and capabilities that align with strategic/significant sponsor needs and challenges including but not limited to: Adversarial information scenarios, Defining, detecting and measuring information trust, bias/fairness in decision, models and algorithms, Biometric authentication, detecting biometric or identity fraud, anti-spoofing, Defining, detecting and measuring bias in datasets and information, Information security and privacy, Data generation, and Data impacting quality of decision
Contribute to the technical work program of one or more projects and provide technical guidance and quality products focused on successful sponsor outcomes, strong leadership and transition of research results to sponsor operations
Provide exemplary leadership, caring mentorship, and collaborative technical advice to staff related to Department domain knowledge or capabilities
Basic Qualifications:
Bachelor's Degree in Electrical Engineering, Computer Engineering, Cybersecurity, Mathematics, Systems Engineering, Software Engineering, Computer Science, Physics, or related field
5 + years applicable experience including machine learning/deep learning, computer vision, cognitive science, mathematics and statistics
Required Qualifications:
Must be a U.S. citizen with ability to possess and maintain a DoD clearance
Proficiency in use of Microsoft Office including Outlook, Excel, and Word
Must have demonstrated proficiency and strength in verbal, written, PC, presentation, and communications skills
Hands on work experience will include tools / packages such as: TensorFlow, Keras, Caffe, Theano, PyTorch, dlib, C/C++, Python, JSON, XML, SQL, NoSQL, DBMS, ETL
Outstanding presentation skills, both development & delivery, are required for both MITRE facing and Sponsor facing communications
Preferred Qualifications:
Advanced degree in related field of study
Candidates that possess a current/active US Government clearance are preferred
Proven experience with cybersecurity, data engineering, social science, mobile computing, computer networking, virtualization, cloud computing, and big data
MITRE’s workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us. For more information please visit https://www.mitre.org/careers/working-at-mitre. U.S Citizenship is required for most positions.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1,0,0,65,112,88.5,"MITRE
",1, VA,1,0,0,0,1
